drugname,pt,a,b,c,d,PRR,ROR,ROR_CI_Lower,ROR_CI_Upper,Chi_Square,Chi2p_value,Fisherp_value,signal_status
ALPRAZOLAM,DRUG USE DISORDER,23,246.00,158.00,389954.00,211.11,230.75,146.41,363.68,4200.41,0.00,0.00,signal detected
REFRESH RELIEVA PF,PRODUCT CONTAINER ISSUE,4,94.00,72.00,390211.00,221.25,230.62,82.58,644.02,831.02,0.00,0.00,signal detected
MYCOPHENOLATE MOFETIL,KAPOSI'S SARCOMA,8,1039.00,13.00,389321.00,228.83,230.59,95.37,557.51,1123.45,0.00,0.00,signal detected
QALSODY,PROCEDURAL PAIN,3,42.00,121.00,390215.00,215.06,230.35,70.44,753.26,623.93,0.00,0.00,signal detected
JIVI,HAEMORRHAGE,16,39.00,694.00,389632.00,163.62,230.33,128.11,414.12,2532.28,0.00,0.00,signal detected
HYDRALAZINE,PERICARDIAL EFFUSION,4,59.00,115.00,390203.00,215.50,230.04,82.20,643.74,825.55,0.00,0.00,signal detected
RILPIVIRINE,BLOOD HIV RNA INCREASED,4,424.00,16.00,389937.00,227.78,229.92,76.55,690.57,722.54,0.00,0.00,signal detected
MIDOL LONG LASTING RELIEF,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,3,8.00,636.00,389734.00,167.40,229.80,60.82,868.18,494.69,0.00,0.00,signal detected
PLAN B ONE-STEP,HYPOMENORRHOEA,3,392.00,13.00,389973.00,227.84,229.58,65.17,808.79,550.52,0.00,0.00,signal detected
MUCINEX DM,EUPHORIC MOOD,3,300.00,17.00,390061.00,227.19,229.45,66.89,787.04,574.26,0.00,0.00,signal detected
UPTRAVI,PAIN IN JAW,7,186.00,64.00,390124.00,221.12,229.41,103.76,507.20,1382.92,0.00,0.00,signal detected
CELECOXIB,HAEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS,5,74.00,115.00,390187.00,214.81,229.25,91.00,577.53,1020.03,0.00,0.00,signal detected
UBLITUXIMAB,INFUSION RELATED REACTION,32,99.00,551.00,389699.00,173.01,228.61,152.14,343.52,5179.85,0.00,0.00,signal detected
HUMIRA,ADHESION,3,5061.00,1.00,385316.00,228.27,228.40,23.75,2196.22,169.71,0.00,0.00,signal detected
BETHKIS,ILL-DEFINED DISORDER,4,11.00,621.00,389745.00,167.63,228.22,72.47,718.68,659.36,0.00,0.00,signal detected
DOXORUBICIN HYDROCHLORIDE,HAEMATOTOXICITY,4,116.00,59.00,390202.00,220.49,228.05,81.51,638.10,818.61,0.00,0.00,signal detected
LEVALBUTEROL TARTRATE,DEVICE DELIVERY SYSTEM ISSUE,19,56.00,580.00,389726.00,170.48,227.98,134.63,386.05,3104.43,0.00,0.00,signal detected
ADVIL DUAL ACTION WITH ACETAMINOPHEN,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,7,19.00,632.00,389723.00,166.29,227.19,95.17,542.33,1139.34,0.00,0.00,signal detected
NITROFURANTOIN,HEPATITIS ACUTE,3,77.00,67.00,390234.00,218.45,226.92,69.87,737.05,621.65,0.00,0.00,signal detected
BISOPROLOL,SINUS BRADYCARDIA,3,110.00,47.00,390221.00,220.45,226.43,69.44,738.40,616.12,0.00,0.00,signal detected
KEYTRUDA,IMMUNE-MEDIATED HEPATIC DISORDER,66,2459.00,46.00,387810.00,220.39,226.28,154.97,330.40,5921.80,0.00,0.00,signal detected
ADVIL TARGETED RELIEF,BURNING SENSATION,3,19.00,273.00,390086.00,194.98,225.61,66.38,766.83,573.08,0.00,0.00,signal detected
DIFFERIN GEL,ACNE,11,47.00,406.00,389917.00,182.33,224.77,115.75,436.48,1933.45,0.00,0.00,signal detected
KYLEENA,DEVICE EXPULSION,23,146.00,274.00,389938.00,193.82,224.19,142.18,353.50,4073.34,0.00,0.00,signal detected
SERTRALINE,BREAST ENLARGEMENT,3,652.00,8.00,389718.00,223.13,224.15,59.33,846.79,482.48,0.00,0.00,signal detected
REPATHA,DEVICE DIFFICULT TO USE,2297,6885.00,567.00,380632.00,168.19,223.96,203.68,246.27,76134.50,0.00,0.00,signal detected
NIRMATRELVIR\RITONAVIR,DYSGEUSIA,8,46.00,303.00,390024.00,190.85,223.86,104.78,478.30,1473.12,0.00,0.00,signal detected
AMIODARONE HYDROCHLORIDE,PULMONARY TOXICITY,7,112.00,109.00,390153.00,210.61,223.71,101.90,491.13,1372.60,0.00,0.00,signal detected
DOPTELET,PLATELET COUNT INCREASED,3,69.00,76.00,390233.00,213.99,223.25,68.76,724.79,611.94,0.00,0.00,signal detected
ATORVASTATIN,PANCREATITIS CHRONIC,3,873.00,6.00,389499.00,222.32,223.08,55.70,893.42,440.66,0.00,0.00,signal detected
KEYTRUDA,IMMUNE-MEDIATED ADRENAL INSUFFICIENCY,13,2512.00,9.00,387847.00,221.88,223.02,95.24,522.21,1169.43,0.00,0.00,signal detected
ATRIPLA,OSTEONECROSIS,12,143.00,147.00,390079.00,205.52,222.68,120.89,410.18,2258.86,0.00,0.00,signal detected
VYNDAMAX,CARDIAC AMYLOIDOSIS,3,657.00,8.00,389713.00,221.43,222.44,58.88,840.32,478.78,0.00,0.00,signal detected
OSIMERTINIB MESYLATE,HAEMOPTYSIS,3,39.00,135.00,390204.00,206.53,222.34,67.89,728.21,600.47,0.00,0.00,signal detected
DAYBUE,DROOLING,10,731.00,24.00,389616.00,219.10,222.08,105.82,466.06,1532.61,0.00,0.00,signal detected
TACROLIMUS,COLON INJURY,5,1252.00,7.00,389117.00,221.12,222.00,70.36,700.41,639.13,0.00,0.00,signal detected
BUPROPION HYDROCHLORIDE,SEROTONIN SYNDROME,16,160.00,176.00,390029.00,201.55,221.61,129.82,378.28,2928.28,0.00,0.00,signal detected
OCREVUS,ANTIBODY TEST NEGATIVE,6,5221.00,2.00,385152.00,221.06,221.31,44.66,1096.77,328.60,0.00,0.00,signal detected
OCREVUS,BAND SENSATION,3,5224.00,1.00,385153.00,221.06,221.18,23.00,2126.79,164.30,0.00,0.00,signal detected
OSIMERTINIB MESYLATE,MYELOSUPPRESSION,15,27.00,978.00,389361.00,142.54,221.18,117.29,417.07,2081.69,0.00,0.00,signal detected
TUMS CHEWY BITES TROPICAL FRUIT SMOOTHIE,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,31,90.00,608.00,389652.00,164.45,220.75,145.64,334.58,4799.60,0.00,0.00,signal detected
ACETAMINOPHEN,PYROGLUTAMIC ACIDOSIS,4,1410.00,5.00,388962.00,220.07,220.69,59.20,822.70,484.61,0.00,0.00,signal detected
MIRENA,DYSPAREUNIA,3,883.00,6.00,389489.00,219.81,220.55,55.07,883.26,435.63,0.00,0.00,signal detected
CAPLYTA,MANIA,11,282.00,69.00,390019.00,212.25,220.49,115.46,421.06,1995.16,0.00,0.00,signal detected
DICLOFENAC POTASSIUM,DRUG-INDUCED LIVER INJURY,13,48.00,479.00,389841.00,173.66,220.42,118.65,409.47,2175.43,0.00,0.00,signal detected
PONATINIB,CHRONIC MYELOID LEUKAEMIA,6,287.00,37.00,390051.00,215.90,220.39,92.30,526.23,1104.45,0.00,0.00,signal detected
CHILDRENS IBUPROFEN,ANAPHYLACTIC REACTION,4,11.00,644.00,389722.00,161.64,220.06,69.89,692.90,635.71,0.00,0.00,signal detected
ATRIPLA,VITAMIN D DEFICIENCY,4,151.00,47.00,390179.00,214.26,219.91,78.26,617.99,782.58,0.00,0.00,signal detected
CIPROFLOXACIN,VANCOMYCIN INFUSION REACTION,5,554.00,16.00,389806.00,217.92,219.88,80.27,602.29,822.63,0.00,0.00,signal detected
FLUTICASONE PROPIONATE,PRODUCT DELIVERY MECHANISM ISSUE,10,142.00,125.00,390104.00,205.38,219.78,113.05,427.27,1883.88,0.00,0.00,signal detected
CHILDRENS ZYRTEC ALLERGY,OVERDOSE,3,6.00,888.00,389484.00,146.54,219.30,54.76,878.27,433.16,0.00,0.00,signal detected
FRAGMIN,NEEDLE ISSUE,6,25.00,428.00,389922.00,176.52,218.65,89.25,535.67,1033.84,0.00,0.00,signal detected
BENEFIX,HAEMORRHAGE,19,49.00,691.00,389622.00,157.83,218.64,128.06,373.29,2886.84,0.00,0.00,signal detected
ESTRADIOL TRANSDERMAL SYSTEM,APPLICATION SITE IRRITATION,3,63.00,85.00,390230.00,208.72,218.62,67.34,709.75,599.18,0.00,0.00,signal detected
ABILIFY,AKATHISIA,3,119.00,45.00,390214.00,213.26,218.61,67.01,713.18,594.24,0.00,0.00,signal detected
TRUVADA,CHRONIC KIDNEY DISEASE,53,462.00,205.00,389661.00,195.72,218.06,159.05,298.95,8163.53,0.00,0.00,signal detected
PROACTIV MD ADAPALENE ACNE TREATMENT,SEBORRHOEA,9,1606.00,10.00,388756.00,216.65,217.86,88.41,536.86,1016.83,0.00,0.00,signal detected
BROMSITE,PRODUCT PACKAGING QUANTITY ISSUE,3,28.00,192.00,390158.00,196.75,217.72,65.64,722.19,575.56,0.00,0.00,signal detected
SIMVASTATIN,MYOPATHY,4,107.00,67.00,390203.00,209.91,217.72,78.00,607.69,784.94,0.00,0.00,signal detected
CLOZARIL,NEUTROPHILIA,13,1057.00,22.00,389289.00,215.00,217.63,109.34,433.16,1740.69,0.00,0.00,signal detected
TADALAFIL,RIGHT VENTRICULAR FAILURE,4,312.00,23.00,390042.00,214.68,217.41,74.76,632.32,724.74,0.00,0.00,signal detected
MIRENA,ABDOMINAL PAIN LOWER,31,855.00,65.00,389430.00,209.66,217.23,140.88,334.95,4359.88,0.00,0.00,signal detected
BUSULFAN,POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME,5,84.00,107.00,390185.00,204.92,217.06,86.33,545.72,969.61,0.00,0.00,signal detected
SIMVASTATIN,BLOOD CREATINE PHOSPHOKINASE INCREASED,7,104.00,121.00,390149.00,203.40,217.03,98.91,476.19,1333.18,0.00,0.00,signal detected
BLINCYTO,ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,3,174.00,31.00,390173.00,213.34,217.00,65.73,716.44,578.15,0.00,0.00,signal detected
NINTEDANIB,COLITIS,7,41.00,307.00,390026.00,185.42,216.90,96.56,487.26,1256.36,0.00,0.00,signal detected
ERYTHROMYCIN,DRUG-INDUCED LIVER INJURY,12,45.00,480.00,389844.00,171.19,216.58,113.85,412.00,1983.38,0.00,0.00,signal detected
LYUMJEV KWIKPEN,BLOOD GLUCOSE INCREASED,13,24.00,974.00,389370.00,140.81,216.54,109.93,426.52,1785.35,0.00,0.00,signal detected
VASCEPA,POOR QUALITY PRODUCT ADMINISTERED,7,73.00,173.00,390128.00,197.41,216.24,98.17,476.32,1315.29,0.00,0.00,signal detected
OMEPRAZOLE,ATYPICAL FEMUR FRACTURE,7,409.00,31.00,389934.00,211.67,215.28,94.26,491.69,1197.50,0.00,0.00,signal detected
BUPRENORPHINE TRANSDERMAL SYSTEM,APPLICATION SITE RASH,5,178.00,51.00,390147.00,209.04,214.89,84.77,544.73,942.94,0.00,0.00,signal detected
TYLENOL EXTRA STRENGTH,FOETAL EXPOSURE DURING PREGNANCY,3,15.00,363.00,390000.00,179.23,214.88,61.94,745.41,527.84,0.00,0.00,signal detected
EMTRICITABINE\TENOFOVIR,ABORTION SPONTANEOUS,10,89.00,204.00,390078.00,193.25,214.85,110.16,419.01,1824.15,0.00,0.00,signal detected
AMOXICILLIN,RASH MORBILLIFORM,3,495.00,11.00,389872.00,213.52,214.81,59.74,772.32,498.61,0.00,0.00,signal detected
PREDNISOLONE,MYCOBACTERIUM CHELONAE INFECTION,4,660.00,11.00,389706.00,213.43,214.71,68.19,676.04,620.22,0.00,0.00,signal detected
LEVETIRACETAM,FOETAL DISTRESS SYNDROME,6,1090.00,10.00,389275.00,213.11,214.28,77.74,590.62,791.72,0.00,0.00,signal detected
CELECOXIB,FAECES DISCOLOURED,3,76.00,72.00,390230.00,205.86,213.94,65.96,693.90,587.23,0.00,0.00,signal detected
AMIODARONE HYDROCHLORIDE,HYPERTHYROIDISM,7,112.00,114.00,390148.00,201.37,213.90,97.53,469.12,1315.32,0.00,0.00,signal detected
LIDOCAINE HYDROCHLORIDE,STRESS CARDIOMYOPATHY,4,84.00,87.00,390206.00,203.91,213.58,76.64,595.17,772.36,0.00,0.00,signal detected
QUETIAPINE,ANTICHOLINERGIC SYNDROME,4,609.00,12.00,389756.00,211.95,213.33,68.61,663.31,629.88,0.00,0.00,signal detected
VENLAFAXINE,ABDOMINAL WALL HAEMATOMA,3,422.00,13.00,389943.00,211.74,213.24,60.54,751.03,511.28,0.00,0.00,signal detected
CHOLESTYRAMINE,PRODUCT USE COMPLAINT,3,30.00,183.00,390165.00,193.91,213.20,64.50,704.80,566.74,0.00,0.00,signal detected
SILDENAFIL,PULMONARY ARTERIAL HYPERTENSION,6,175.00,63.00,390137.00,205.31,212.32,90.71,496.96,1114.03,0.00,0.00,signal detected
EVENITY,COMPRESSION FRACTURE,6,525.00,21.00,389829.00,209.77,212.15,85.28,527.76,969.66,0.00,0.00,signal detected
HYDRALAZINE,LUPUS-LIKE SYNDROME,3,60.00,92.00,390226.00,202.03,212.08,65.34,688.41,581.29,0.00,0.00,signal detected
DAPTOMYCIN,AUTOIMMUNE HAEMOLYTIC ANAEMIA,3,138.00,40.00,390200.00,207.57,212.07,64.83,693.66,573.77,0.00,0.00,signal detected
RITUXIMAB,FOLLICULAR LYMPHOMA RECURRENT,3,1837.00,3.00,388538.00,211.16,211.51,42.66,1048.64,313.76,0.00,0.00,signal detected
SIMVASTATIN,HYPOMAGNESAEMIA,4,107.00,69.00,390201.00,203.82,211.41,75.80,589.60,763.22,0.00,0.00,signal detected
AMLODIPINE,PLANTAR FASCIITIS,5,659.00,14.00,389703.00,209.62,211.20,75.85,588.04,764.95,0.00,0.00,signal detected
FLUOXETINE HYDROCHLORIDE,COLITIS MICROSCOPIC,3,109.00,51.00,390218.00,204.97,210.59,64.74,684.96,575.18,0.00,0.00,signal detected
MARIBAVIR,CYTOMEGALOVIRUS INFECTION,6,139.00,80.00,390156.00,201.85,210.52,90.33,490.63,1115.69,0.00,0.00,signal detected
VIREAD,BONE LOSS,4,116.00,64.00,390197.00,203.26,210.24,75.32,586.78,757.84,0.00,0.00,signal detected
TALQUETAMAB,IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,3,45.00,124.00,390209.00,196.74,209.79,64.34,684.03,570.62,0.00,0.00,signal detected
BREYNA,PRODUCT SUBSTITUTION ISSUE,7,60.00,217.00,390097.00,187.92,209.73,94.80,464.00,1261.54,0.00,0.00,signal detected
TORIPALIMAB,MYELOSUPPRESSION,38,74.00,955.00,389314.00,138.65,209.34,140.85,311.14,5007.06,0.00,0.00,signal detected
JARDIANCE,URINARY BLADDER HAEMORRHAGE,3,1117.00,5.00,389256.00,208.53,209.09,49.91,875.99,387.27,0.00,0.00,signal detected
VOLTAREN ARTHRITIS PAIN,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,132,485.00,507.00,389257.00,164.47,208.96,169.17,258.10,17044.24,0.00,0.00,signal detected
YESCARTA,CYTOKINE RELEASE SYNDROME,51,210.00,453.00,389667.00,168.28,208.90,151.76,287.56,7632.23,0.00,0.00,signal detected
PACLITAXEL,AUTOIMMUNE COLITIS,3,622.00,9.00,389747.00,207.87,208.87,56.41,773.35,463.23,0.00,0.00,signal detected
XIIDRA,HORDEOLUM,4,197.00,38.00,390142.00,204.34,208.46,73.70,589.62,732.36,0.00,0.00,signal detected
VIREAD,VITAMIN D DEFICIENCY,3,117.00,48.00,390213.00,203.26,208.45,64.02,678.66,568.35,0.00,0.00,signal detected
YERVOY,IMMUNE-MEDIATED HYPOPHYSITIS,3,625.00,9.00,389744.00,206.88,207.86,56.14,769.62,460.99,0.00,0.00,signal detected
DECITABINE,THERAPY NON-RESPONDER,7,24.00,547.00,389803.00,161.14,207.85,89.18,484.40,1101.51,0.00,0.00,signal detected
VANCOMYCIN,KOUNIS SYNDROME,10,469.00,40.00,389862.00,203.50,207.82,103.32,418.01,1612.23,0.00,0.00,signal detected
SENSODYNE CLINICAL WHITE STAIN PROTECTOR,DRUG EFFECT LESS THAN EXPECTED,14,76.00,346.00,389945.00,175.47,207.61,116.27,370.69,2336.34,0.00,0.00,signal detected
MYCOPHENOLATE MOFETIL,BK VIRUS INFECTION,5,1042.00,9.00,389325.00,206.59,207.57,69.45,620.43,657.64,0.00,0.00,signal detected
DEPO-PROVERA,DEVICE OCCLUSION,9,99.00,171.00,390102.00,190.19,207.39,103.13,417.07,1609.82,0.00,0.00,signal detected
ZOLEDRONIC ACID,OSTEONECROSIS OF JAW,20,279.00,135.00,389947.00,193.28,207.06,127.61,335.99,3333.34,0.00,0.00,signal detected
INDAPAMIDE,HYPONATRAEMIA,3,18.00,314.00,390046.00,177.60,207.03,60.68,706.37,522.25,0.00,0.00,signal detected
TRINTELLIX,INAPPROPRIATE ANTIDIURETIC HORMONE SECRETION,4,130.00,58.00,390189.00,200.85,207.00,74.07,578.49,744.21,0.00,0.00,signal detected
BRINTELLIX,ERECTILE DYSFUNCTION,3,41.00,138.00,390199.00,192.85,206.89,63.31,676.07,560.60,0.00,0.00,signal detected
ARIPIPRAZOLE,OBSESSIVE-COMPULSIVE DISORDER,3,628.00,9.00,389741.00,205.89,206.87,55.87,765.93,458.78,0.00,0.00,signal detected
SPIRONOLACTONE,HYPERKALAEMIA,16,143.00,211.00,390011.00,186.10,206.81,121.24,352.78,2739.69,0.00,0.00,signal detected
STRENSIQ,CALCINOSIS,4,1078.00,7.00,389292.00,205.60,206.36,60.32,705.96,518.28,0.00,0.00,signal detected
AMIODARONE HYDROCHLORIDE,ACUTE HEPATIC FAILURE,5,114.00,83.00,390179.00,197.56,206.18,82.08,517.91,922.48,0.00,0.00,signal detected
FLUDARABINE,CYTOKINE RELEASE SYNDROME,16,62.00,488.00,389815.00,164.06,206.14,118.14,359.71,2514.01,0.00,0.00,signal detected
HYDRALAZINE HYDROCHLORIDE,PERICARDIAL EFFUSION,3,49.00,116.00,390213.00,194.13,205.95,63.29,670.15,562.04,0.00,0.00,signal detected
MENS ROGAINE EXTRA STRENGTH,APPLICATION SITE IRRITATION,9,216.00,79.00,390077.00,197.55,205.74,101.93,415.27,1580.33,0.00,0.00,signal detected
XYWAV,PRODUCT ADMINISTRATION INTERRUPTED,32,514.00,118.00,389717.00,193.62,205.61,137.81,306.78,4825.77,0.00,0.00,signal detected
DYSPORT,PRODUCT PREPARATION ISSUE,3,76.00,75.00,390227.00,197.62,205.38,63.38,665.54,564.42,0.00,0.00,signal detected
BORTEZOMIB,HEART FAILURE WITH REDUCED EJECTION FRACTION,3,475.00,12.00,389891.00,203.92,205.21,57.72,729.52,484.65,0.00,0.00,signal detected
KEYTRUDA,IMMUNE-MEDIATED GASTRITIS,4,2521.00,3.00,387853.00,204.81,205.13,45.89,917.03,347.69,0.00,0.00,signal detected
PEMETREXED,NEUTROPENIC COLITIS,3,408.00,14.00,389956.00,203.32,204.81,58.64,715.38,497.42,0.00,0.00,signal detected
PREDNISONE,HISTOPLASMOSIS DISSEMINATED,4,1088.00,7.00,389282.00,203.71,204.45,59.76,699.44,513.47,0.00,0.00,signal detected
RISPERIDONE,EXTRAPYRAMIDAL DISORDER,6,303.00,38.00,390034.00,199.32,203.25,85.29,484.34,1022.62,0.00,0.00,signal detected
HIZENTRA,INFUSION SITE SWELLING,5,331.00,29.00,390016.00,200.15,203.15,78.16,528.04,845.13,0.00,0.00,signal detected
WOMENS ROGAINE UNSCENTED,APPLICATION SITE PRURITUS,7,162.00,83.00,390129.00,194.73,203.10,92.49,446.01,1244.50,0.00,0.00,signal detected
VRAYLAR,TARDIVE DYSKINESIA,7,190.00,71.00,390113.00,195.27,202.43,91.93,445.76,1231.78,0.00,0.00,signal detected
ALLOPURINOL,DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS,28,188.00,287.00,389878.00,176.23,202.32,133.80,305.95,4448.44,0.00,0.00,signal detected
NEULASTA,DEVICE OCCLUSION,63,1044.00,117.00,389157.00,189.35,200.71,146.88,274.28,7675.69,0.00,0.00,signal detected
PLAN B ONE-STEP,VAGINAL DISCHARGE,6,389.00,30.00,389956.00,197.46,200.49,82.98,484.41,977.42,0.00,0.00,signal detected
ROZANOLIXIZUMAB,MYASTHENIA GRAVIS,6,37.00,316.00,390022.00,172.36,200.15,83.88,477.56,1003.98,0.00,0.00,signal detected
LANSOPRAZOLE,COLITIS MICROSCOPIC,5,199.00,49.00,390128.00,195.17,200.05,78.88,507.33,876.55,0.00,0.00,signal detected
WEGOVY,THYROID MASS,3,244.00,24.00,390110.00,197.44,199.85,59.79,668.05,521.21,0.00,0.00,signal detected
MYCOPHENOLIC ACID,NOCARDIOSIS,3,244.00,24.00,390110.00,197.44,199.85,59.79,668.05,521.21,0.00,0.00,signal detected
MYCOPHENOLATE MOFETIL,EPSTEIN-BARR VIRUS ASSOCIATED LYMPHOPROLIFERATIVE DISORDER,8,1039.00,15.00,389319.00,198.32,199.84,84.55,472.37,1024.38,0.00,0.00,signal detected
ROCURONIUM BROMIDE,ANAPHYLACTIC SHOCK,10,66.00,296.00,390009.00,173.50,199.64,101.67,392.01,1660.31,0.00,0.00,signal detected
GENOTROPIN,DEVICE BREAKAGE,370,3027.00,237.00,386747.00,177.85,199.47,168.80,235.71,25444.29,0.00,0.00,signal detected
COMBIPATCH,APPLICATION SITE RASH,3,111.00,53.00,390214.00,193.78,198.99,61.27,646.27,544.60,0.00,0.00,signal detected
AUBAGIO,CENTRAL NERVOUS SYSTEM LESION,3,137.00,43.00,390198.00,194.47,198.71,60.92,648.19,539.84,0.00,0.00,signal detected
MIEBO,PRODUCT DELIVERY MECHANISM ISSUE,4,60.00,131.00,390186.00,186.22,198.57,71.14,554.27,715.31,0.00,0.00,signal detected
MYCOPHENOLATE MOFETIL,ACUTE GRAFT VERSUS HOST DISEASE,9,1038.00,17.00,389317.00,196.87,198.56,88.31,446.47,1146.81,0.00,0.00,signal detected
ACETAMINOPHEN\HYDROCODONE,COMPLETED SUICIDE,12,71.00,332.00,389966.00,169.97,198.52,106.67,369.46,1947.06,0.00,0.00,signal detected
VELCADE,PLASMA CELL MYELOMA,29,169.00,337.00,389846.00,169.58,198.51,131.98,298.57,4479.07,0.00,0.00,signal detected
LITFULO,BLOOD CREATINE PHOSPHOKINASE INCREASED,11,185.00,117.00,390068.00,187.16,198.23,105.08,373.96,1862.43,0.00,0.00,signal detected
METOPROLOL,FOETAL GROWTH RESTRICTION,5,246.00,40.00,390090.00,194.29,198.22,77.58,506.45,854.73,0.00,0.00,signal detected
ADVATE,JOINT INJURY,10,214.00,92.00,390065.00,189.32,198.12,101.76,385.73,1690.07,0.00,0.00,signal detected
CYCLOSPORINE,ACUTE GRAFT VERSUS HOST DISEASE,5,469.00,21.00,389886.00,195.85,197.93,74.32,527.13,782.95,0.00,0.00,signal detected
SODIUM OXYBATE,PRODUCT ADMINISTRATION INTERRUPTED,5,68.00,145.00,390163.00,184.37,197.85,78.64,497.79,881.81,0.00,0.00,signal detected
VASCEPA,ERUCTATION,3,77.00,77.00,390224.00,190.08,197.45,60.98,639.28,543.21,0.00,0.00,signal detected
SEMGLEE (INSULIN GLARGINE-YFGN),PRODUCT QUALITY ISSUE,53,343.00,305.00,389680.00,171.13,197.42,144.75,269.25,7644.15,0.00,0.00,signal detected
PROGESTERONE,EOSINOPHILIC PNEUMONIA,3,112.00,53.00,390213.00,192.09,197.21,60.73,640.42,539.82,0.00,0.00,signal detected
ARISTADA,NEEDLE ISSUE,9,42.00,425.00,389905.00,162.07,196.59,95.10,406.39,1412.42,0.00,0.00,signal detected
AMLODIPINE,VASOPLEGIA SYNDROME,3,661.00,9.00,389708.00,195.64,196.52,53.09,727.55,435.72,0.00,0.00,signal detected
ESTRADIOL VAGINAL,UNDERDOSE,4,20.00,397.00,389960.00,163.88,196.45,66.85,577.36,641.74,0.00,0.00,signal detected
DULOXETINE,PAROSMIA,3,157.00,38.00,390183.00,192.54,196.20,59.94,642.23,529.87,0.00,0.00,signal detected
SOTYKTU,BLOOD TRIGLYCERIDES INCREASED,5,188.00,53.00,390135.00,190.73,195.77,77.39,495.21,862.44,0.00,0.00,signal detected
METFORMIN,DIABETIC NEUROPATHY,4,798.00,10.00,389569.00,194.30,195.27,61.12,623.92,549.47,0.00,0.00,signal detected
EYLEA HD,RETINAL HAEMORRHAGE,3,109.00,55.00,390214.00,190.07,195.27,60.17,633.66,535.11,0.00,0.00,signal detected
MONTELUKAST,DYSPHEMIA,3,333.00,18.00,390027.00,193.47,195.21,57.23,665.85,492.40,0.00,0.00,signal detected
CLOZAPINE,LYMPHOCYTE COUNT INCREASED,6,1329.00,9.00,389037.00,194.28,195.15,69.36,549.05,692.25,0.00,0.00,signal detected
VENLAFAXINE,PRE-ECLAMPSIA,4,421.00,19.00,389937.00,193.17,194.99,66.06,575.61,631.74,0.00,0.00,signal detected
CRESTOR,LOW DENSITY LIPOPROTEIN INCREASED,3,77.00,78.00,390223.00,187.64,194.92,60.22,630.92,536.43,0.00,0.00,signal detected
FINTEPLA,MITRAL VALVE INCOMPETENCE,4,297.00,27.00,390053.00,191.99,194.56,67.66,559.47,661.98,0.00,0.00,signal detected
CLADRIBINE,PROSTATE CANCER,5,45.00,223.00,390108.00,175.04,194.37,76.44,494.24,846.73,0.00,0.00,signal detected
THYMOGLOBULIN,THROMBOCYTOPENIA,15,44.00,685.00,389637.00,144.87,193.91,107.41,350.09,2100.96,0.00,0.00,signal detected
ELIQUIS,AORTIC VALVE DISEASE,3,2998.00,2.00,387378.00,193.63,193.82,32.37,1160.39,229.96,0.00,0.00,signal detected
DIFFERIN GEL,PAIN OF SKIN,3,55.00,110.00,390213.00,183.54,193.49,59.64,627.81,530.32,0.00,0.00,signal detected
COPAXONE,INJECTION SITE INDENTATION,3,233.00,26.00,390119.00,190.75,193.19,58.07,642.70,507.72,0.00,0.00,signal detected
RITUXIMAB,DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT,19,1821.00,21.00,388520.00,191.05,193.04,103.61,359.66,1886.05,0.00,0.00,signal detected
PRILOSEC,DYSPEPSIA,3,17.00,357.00,390004.00,164.02,192.78,56.25,660.74,482.46,0.00,0.00,signal detected
KEYTRUDA,SERONEGATIVE ARTHRITIS,5,2520.00,4.00,387852.00,192.01,192.39,51.63,716.87,422.26,0.00,0.00,signal detected
TRUVADA,ANHEDONIA,8,507.00,32.00,389834.00,189.26,192.23,88.15,419.18,1198.59,0.00,0.00,signal detected
TARPEYO,ENERGY INCREASED,5,676.00,15.00,389685.00,190.75,192.15,69.64,530.19,707.86,0.00,0.00,signal detected
TUMS SMOOTHIES,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,5,16.00,634.00,389726.00,146.60,192.10,70.16,525.96,718.54,0.00,0.00,signal detected
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,DEPENDENCE,9,43.00,425.00,389904.00,158.96,192.02,93.02,396.36,1384.92,0.00,0.00,signal detected
BUPRENORPHINE,CENTRAL SLEEP APNOEA SYNDROME,4,226.00,36.00,390115.00,188.48,191.80,67.71,543.29,671.41,0.00,0.00,signal detected
TESTOSTERONE CYPIONATE,HYPERPROLACTINAEMIA,4,220.00,37.00,390120.00,188.30,191.71,67.76,542.40,672.59,0.00,0.00,signal detected
ONDANSETRON,ACUTE GENERALISED EXANTHEMATOUS PUSTULOSIS,7,183.00,78.00,390113.00,184.30,191.31,87.10,420.19,1171.30,0.00,0.00,signal detected
TALZENNA,NEOPLASM PROGRESSION,6,34.00,360.00,389981.00,162.64,191.17,79.77,458.14,948.98,0.00,0.00,signal detected
SILDENAFIL,GASTRIC HAEMORRHAGE,5,176.00,58.00,390142.00,185.84,191.10,75.74,482.12,846.43,0.00,0.00,signal detected
